car_id,car_type,vehicle_type,age_years,model_year,model_month,age_string,first_date,last_date,collection_period,efficiency,efficiency_score,avg_temperature,temperature_score,cell_imbalance,cell_imbalance_score,driving_habit_score,charging_count,avg_charging_amount,charging_pattern_score,weighted_avg,age_penalty,final_score
M1200607508,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-15T13:28:31+00:00,2021-12-08T17:02:15+00:00,2021.10.15 ~ 2021.12.08,3.08,44.25,13.87,100.0,0.0095,93.25,90.0,289.0,2.0,91.7,77.24,5.4,71.84
M1200607509,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-11-02T15:37:51+00:00,2021-12-07T14:57:49+00:00,2021.11.02 ~ 2021.12.07,2.67,40.0,11.84,100.0,0.0102,92.03,90.0,9.0,19.3,100.0,77.0,5.4,71.6
M1200607510,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-30T18:30:41+00:00,2021-12-08T15:34:49+00:00,2021.10.30 ~ 2021.12.08,2.03,40.0,17.1,100.0,0.0112,89.96,90.0,109.0,0.9,93.12,75.51,5.4,70.11
M1200607511,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-13T16:57:19+00:00,2021-11-17T10:32:20+00:00,2021.10.13 ~ 2021.11.17,4.89,71.46,15.97,100.0,0.0114,89.51,90.0,28.0,22.5,91.07,85.58,5.4,80.18
M1200607512,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-13T16:07:29+00:00,2021-12-08T16:10:57+00:00,2021.10.13 ~ 2021.12.08,2.76,40.0,16.8,100.0,0.0109,90.59,90.0,338.0,1.5,91.86,75.41,5.4,70.01
M1200607513,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-14T09:31:18+00:00,2021-12-08T21:32:24+00:00,2021.10.14 ~ 2021.12.08,2.81,40.19,17.04,100.0,0.01,92.34,90.0,264.0,1.9,89.77,75.42,5.4,70.02
M1200607514,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-15T23:28:50+00:00,2021-12-05T22:35:11+00:00,2021.10.15 ~ 2021.12.05,3.8,55.05,16.78,100.0,0.0122,87.55,90.0,1201.0,1.1,98.5,81.03,5.4,75.63
M1200607515,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-13T17:36:27+00:00,2021-12-08T10:34:12+00:00,2021.10.13 ~ 2021.12.08,2.95,42.24,12.31,100.0,0.0113,89.73,90.0,206.0,1.3,85.68,74.98,5.4,69.58
M1200607516,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-12T22:15:53+00:00,2021-12-08T08:51:38+00:00,2021.10.12 ~ 2021.12.08,3.7,53.47,17.69,100.0,0.0135,83.53,90.0,21.0,7.4,85.71,77.7,5.4,72.3
M1200607517,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-13T00:30:08+00:00,2021-12-08T19:15:38+00:00,2021.10.13 ~ 2021.12.08,3.2,46.05,14.03,100.0,0.0102,92.06,90.0,471.0,0.6,88.22,77.06,5.4,71.66
M1200607518,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-12T13:54:51+00:00,2021-10-21T16:41:39+00:00,2021.10.12 ~ 2021.10.21,10.23,100.0,23.76,100.0,0.0042,98.12,90.0,3.0,22.3,66.67,92.46,5.4,87.06
M1200607522,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-20T19:52:33+00:00,2021-12-08T14:52:58+00:00,2021.10.20 ~ 2021.12.08,2.48,40.0,15.94,100.0,0.0084,94.76,90.0,111.0,0.9,86.94,75.28,5.4,69.88
M1200607559,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-09-26T22:16:01+00:00,2021-12-07T10:00:50+00:00,2021.09.26 ~ 2021.12.07,2.12,40.0,17.1,100.0,0.0081,95.19,90.0,217.0,1.9,91.71,76.15,5.4,70.75
M1200607560,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-15T09:52:35+00:00,2021-12-08T16:58:16+00:00,2021.10.15 ~ 2021.12.08,2.05,40.0,15.89,100.0,0.0073,96.02,90.0,34.0,8.1,97.06,77.18,5.4,71.78
M1200607563,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-14T22:27:01+00:00,2021-12-08T20:02:56+00:00,2021.10.14 ~ 2021.12.08,2.86,40.86,13.74,100.0,0.0076,95.65,90.0,504.0,1.4,95.04,77.07,5.4,71.67
M1200607564,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-16T23:04:49+00:00,2021-12-08T18:03:46+00:00,2021.10.16 ~ 2021.12.08,2.96,42.38,12.5,100.0,0.009,93.99,90.0,261.0,1.5,93.49,77.04,5.4,71.64
M1200607565,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-19T06:50:06+00:00,2021-11-05T07:23:26+00:00,2021.10.19 ~ 2021.11.05,7.52,100.0,18.3,100.0,0.012,88.2,90.0,18.0,10.4,80.56,93.13,5.4,87.73
M1200607566,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-04T00:00:38+00:00,2021-12-08T21:03:18+00:00,2021.10.04 ~ 2021.12.08,2.32,40.0,15.57,100.0,0.0126,86.47,90.0,597.0,1.2,93.13,74.93,5.4,69.53
M1200607568,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-13T18:31:56+00:00,2021-12-08T22:23:43+00:00,2021.10.13 ~ 2021.12.08,3.17,45.55,14.65,100.0,0.0083,94.94,90.0,554.0,1.6,91.43,77.91,5.4,72.51
M1200607570,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-12T13:55:04+00:00,2021-12-08T22:00:05+00:00,2021.10.12 ~ 2021.12.08,3.18,45.78,14.39,100.0,0.0083,94.94,90.0,37.0,5.0,82.43,76.49,5.4,71.09
M1200607571,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-11-10T15:05:02+00:00,2021-12-08T15:39:10+00:00,2021.11.10 ~ 2021.12.08,3.11,44.71,8.46,100.0,0.008,95.24,90.0,27.0,10.4,66.67,73.55,5.4,68.15
M1200607572,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-18T14:40:34+00:00,2021-10-21T18:29:23+00:00,2021.10.18 ~ 2021.10.21,10.93,100.0,17.64,100.0,0.0075,95.84,90.0,3.0,29.0,66.67,92.08,5.4,86.68
M1200607573,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-11-02T09:13:14+00:00,2021-12-07T13:22:22+00:00,2021.11.02 ~ 2021.12.07,2.93,42.0,13.66,100.0,0.0096,93.11,90.0,460.0,0.8,80.87,74.66,5.4,69.26
M1200607574,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-13T15:40:59+00:00,2021-12-08T18:24:21+00:00,2021.10.13 ~ 2021.12.08,3.69,53.37,11.65,100.0,0.0123,87.18,90.0,701.0,1.1,96.93,80.14,5.4,74.74
M2210703614,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-12T14:30:46+00:00,2021-12-08T23:49:22+00:00,2021.10.12 ~ 2021.12.08,3.24,46.64,16.17,100.0,0.0109,90.67,90.0,768.0,2.1,92.38,77.72,5.4,72.32
M2210703616,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-12T14:14:47+00:00,2021-12-08T23:54:56+00:00,2021.10.12 ~ 2021.12.08,3.41,49.21,16.95,100.0,0.0085,94.64,82.26,1144.0,3.8,91.7,77.84,5.4,72.44
M2210703617,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-13T16:38:05+00:00,2021-12-08T23:52:48+00:00,2021.10.13 ~ 2021.12.08,3.44,49.58,17.62,100.0,0.0104,91.75,90.0,556.0,3.7,96.4,79.55,5.4,74.15
M2210703618,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-13T19:50:15+00:00,2021-12-08T13:48:58+00:00,2021.10.13 ~ 2021.12.08,3.09,44.35,13.36,100.0,0.0092,93.7,90.0,478.0,1.7,90.59,77.16,5.4,71.76
M2210703619,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-07T19:17:29+00:00,2021-12-08T18:14:40+00:00,2021.10.07 ~ 2021.12.08,2.42,40.0,10.2,100.0,0.0095,93.2,90.0,300.0,2.1,90.83,75.67,5.4,70.27
M2210703620,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-12T14:03:39+00:00,2021-12-08T22:24:31+00:00,2021.10.12 ~ 2021.12.08,3.19,45.82,13.17,100.0,0.0093,93.53,90.0,591.0,4.0,95.69,78.48,5.4,73.08
M2210703631,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-29T12:38:30+00:00,2021-12-08T19:05:14+00:00,2021.10.29 ~ 2021.12.08,2.03,40.0,15.6,100.0,0.0079,95.41,90.0,46.0,5.7,76.09,73.58,5.4,68.18
M2210703632,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-14T12:33:43+00:00,2021-10-14T12:33:43+00:00,2021.10.14 ~ 2021.10.14,,0.0,25.06,100.0,,99.33,80.0,,,80.0,59.89,5.4,54.49
M2210703633,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-23T05:07:21+00:00,2021-11-29T07:57:24+00:00,2021.10.23 ~ 2021.11.29,3.46,49.88,17.64,100.0,0.01,92.41,90.0,240.0,1.8,87.71,78.31,5.4,72.91
M2210703634,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-15T16:06:42+00:00,2021-12-08T20:28:34+00:00,2021.10.15 ~ 2021.12.08,3.27,47.09,15.8,100.0,0.0097,92.94,90.0,255.0,2.6,95.88,78.83,5.4,73.43
M2210703635,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-13T17:57:21+00:00,2021-12-08T23:31:35+00:00,2021.10.13 ~ 2021.12.08,3.93,56.96,19.72,100.0,0.0134,83.9,90.0,1414.0,1.3,92.26,80.01,5.4,74.61
M2210703636,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-14T23:08:30+00:00,2021-12-08T20:16:17+00:00,2021.10.14 ~ 2021.12.08,3.04,43.68,13.53,100.0,0.0089,94.08,90.0,222.0,2.3,87.84,76.55,5.4,71.15
M2210703674,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-13T18:33:45+00:00,2021-12-08T20:21:17+00:00,2021.10.13 ~ 2021.12.08,2.26,40.0,14.16,100.0,0.0095,93.27,90.0,110.0,5.6,90.0,75.54,5.4,70.14
M2210703675,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-16T09:27:11+00:00,2021-12-08T19:49:06+00:00,2021.10.16 ~ 2021.12.08,2.59,40.0,17.31,100.0,0.0094,93.48,90.0,87.0,3.9,83.91,74.56,5.4,69.16
M2210703676,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-17T12:46:27+00:00,2021-12-08T21:42:03+00:00,2021.10.17 ~ 2021.12.08,2.75,40.0,13.58,100.0,0.0158,74.02,90.0,297.0,2.2,80.98,70.83,5.4,65.43
M2210703677,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-14T12:12:39+00:00,2021-12-08T18:44:32+00:00,2021.10.14 ~ 2021.12.08,2.73,40.0,15.91,100.0,0.009,94.06,90.0,227.0,1.7,90.31,75.73,5.4,70.33
M2210703679,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-11T19:48:18+00:00,2021-11-26T16:36:37+00:00,2021.10.11 ~ 2021.11.26,2.59,40.0,21.71,100.0,0.0111,90.21,90.0,18.0,7.2,63.89,70.68,5.4,65.28
M2210703680,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-13T14:10:52+00:00,2021-12-08T23:53:34+00:00,2021.10.13 ~ 2021.12.08,3.61,52.22,14.44,100.0,0.0101,92.29,90.0,448.0,5.3,90.51,79.54,5.4,74.14
M2210703732,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-11-29T19:48:43+00:00,2021-12-08T15:26:40+00:00,2021.11.29 ~ 2021.12.08,3.09,44.4,17.11,100.0,0.0194,53.57,76.4,118.0,2.5,100.0,69.79,5.4,64.39
M2210703756,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-15T17:39:59+00:00,2021-12-08T15:35:13+00:00,2021.10.15 ~ 2021.12.08,2.73,40.0,16.6,100.0,0.0097,92.89,90.0,203.0,6.2,96.55,76.57,5.4,71.17
M2210703757,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-13T16:48:43+00:00,2021-12-08T08:56:02+00:00,2021.10.13 ~ 2021.12.08,3.49,50.32,14.38,100.0,0.0094,93.33,90.0,281.0,3.6,87.72,78.62,5.4,73.22
M2210703758,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-13T16:54:40+00:00,2021-12-08T11:09:01+00:00,2021.10.13 ~ 2021.12.08,1.41,40.0,14.74,100.0,0.0073,96.02,90.0,153.0,1.4,87.58,75.6,5.4,70.2
M2210703759,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-11-08T10:34:48+00:00,2021-12-08T23:58:18+00:00,2021.11.08 ~ 2021.12.08,3.06,43.92,16.76,100.0,0.009,94.03,90.0,96.0,4.3,89.58,76.91,5.4,71.51
M2210703760,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-13T14:02:44+00:00,2021-10-18T17:04:08+00:00,2021.10.13 ~ 2021.10.18,9.57,100.0,25.77,100.0,0.0095,93.22,90.0,7.0,11.9,92.86,96.01,5.4,90.61
M2210703761,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-13T20:17:10+00:00,2021-12-08T19:21:04+00:00,2021.10.13 ~ 2021.12.08,2.67,40.0,13.44,100.0,0.0102,92.04,90.0,554.0,2.8,95.04,76.18,5.4,70.78
M2210703762,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-09T20:17:50+00:00,2021-12-08T19:01:13+00:00,2021.10.09 ~ 2021.12.08,2.29,40.0,15.18,100.0,0.0109,90.67,90.0,99.0,1.7,92.93,75.6,5.4,70.2
M2210703763,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-29T11:00:14+00:00,2021-12-08T07:52:52+00:00,2021.10.29 ~ 2021.12.08,1.61,40.0,10.72,100.0,0.0113,89.7,90.0,8.0,39.2,87.5,74.53,5.4,69.13
M2210703764,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-13T23:10:16+00:00,2021-12-08T21:51:15+00:00,2021.10.13 ~ 2021.12.08,3.27,47.02,17.1,100.0,0.0106,91.3,90.0,237.0,3.0,83.76,76.52,5.4,71.12
M2210703765,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-11-01T09:31:21+00:00,2021-12-08T23:54:14+00:00,2021.11.01 ~ 2021.12.08,2.63,40.0,12.74,100.0,0.008,95.21,90.0,173.0,5.5,97.69,77.15,5.4,71.75
M2210703766,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-21T09:48:00+00:00,2021-12-05T17:20:59+00:00,2021.10.21 ~ 2021.12.05,4.84,70.58,16.19,100.0,0.0098,92.72,90.0,402.0,2.5,95.52,86.57,5.4,81.17
M2210703767,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-11-03T09:09:02+00:00,2021-12-08T19:46:17+00:00,2021.11.03 ~ 2021.12.08,3.66,52.86,10.13,100.0,0.013,85.15,90.0,830.0,1.0,91.63,78.75,5.4,73.35
M2210703768,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-13T18:30:07+00:00,2021-12-08T21:48:06+00:00,2021.10.13 ~ 2021.12.08,3.56,51.38,18.53,100.0,0.0138,82.59,90.0,785.0,1.9,95.99,78.56,5.4,73.16
M2210703770,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-13T15:49:49+00:00,2021-12-08T23:53:11+00:00,2021.10.13 ~ 2021.12.08,4.07,59.06,14.21,100.0,0.0143,80.66,90.0,377.0,5.7,92.71,80.25,5.4,74.85
M2210703771,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-28T10:29:26+00:00,2021-12-08T21:55:49+00:00,2021.10.28 ~ 2021.12.08,2.45,40.0,13.32,100.0,0.0102,91.99,88.48,350.0,1.7,90.29,75.13,5.4,69.73
M2210703772,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-17T06:26:40+00:00,2021-12-08T23:50:20+00:00,2021.10.17 ~ 2021.12.08,3.68,53.22,10.55,100.0,0.0111,90.17,90.0,84.0,5.1,80.36,77.83,5.4,72.43
M2210703773,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-13T18:47:36+00:00,2021-12-08T19:59:11+00:00,2021.10.13 ~ 2021.12.08,2.96,42.49,19.34,100.0,0.0119,88.36,90.0,313.0,2.7,93.45,76.13,5.4,70.73
M2210703774,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-18T09:41:23+00:00,2021-12-08T20:04:09+00:00,2021.10.18 ~ 2021.12.08,3.56,51.49,17.0,100.0,0.0155,75.63,90.0,524.0,2.0,93.51,77.02,5.4,71.62
M2210703775,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-14T00:30:42+00:00,2021-12-08T18:31:49+00:00,2021.10.14 ~ 2021.12.08,3.24,46.65,17.59,100.0,0.0107,91.02,90.0,1089.0,2.9,96.74,78.51,5.4,73.11
M2210703777,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-28T20:30:53+00:00,2021-12-08T22:27:48+00:00,2021.10.28 ~ 2021.12.08,3.32,47.91,16.37,100.0,0.0096,93.09,90.0,402.0,4.0,93.78,78.78,5.4,73.38
M2210703778,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-11-15T08:19:19+00:00,2021-12-08T17:08:53+00:00,2021.11.15 ~ 2021.12.08,1.46,40.0,10.36,100.0,0.0087,94.4,90.0,286.0,0.9,97.9,77.05,5.4,71.65
M2210703779,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-11-11T09:57:13+00:00,2021-12-08T16:38:22+00:00,2021.11.11 ~ 2021.12.08,1.89,40.0,12.84,100.0,0.0105,91.49,77.35,95.0,4.0,95.79,74.1,5.4,68.7
M2210703780,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-11-12T17:38:00+00:00,2021-12-08T16:27:44+00:00,2021.11.12 ~ 2021.12.08,2.36,40.0,8.39,100.0,0.0127,86.15,78.53,147.0,1.2,91.84,72.75,5.4,67.35
M2210703781,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-13T19:16:35+00:00,2021-12-08T10:02:07+00:00,2021.10.13 ~ 2021.12.08,3.67,53.11,13.6,100.0,0.0092,93.63,90.0,170.0,3.2,92.35,80.37,5.4,74.97
M2210703783,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-28T13:43:31+00:00,2021-12-01T15:56:03+00:00,2021.10.28 ~ 2021.12.01,3.86,55.95,19.22,100.0,0.0108,90.9,90.0,22.0,12.4,93.18,81.0,5.4,75.6
M2210703784,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-13T14:39:25+00:00,2021-12-08T15:35:47+00:00,2021.10.13 ~ 2021.12.08,2.63,40.0,14.46,100.0,0.0101,92.27,90.0,706.0,1.5,98.51,76.8,5.4,71.4
M2210703785,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-28T03:59:27+00:00,2021-12-08T09:33:03+00:00,2021.10.28 ~ 2021.12.08,2.37,40.0,17.92,100.0,0.0099,92.58,79.26,423.0,0.9,96.93,74.79,5.4,69.39
M2210703786,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-15T18:46:57+00:00,2021-12-08T23:55:58+00:00,2021.10.15 ~ 2021.12.08,3.76,54.44,15.7,100.0,0.0093,93.55,90.0,334.0,2.4,80.39,78.8,5.4,73.4
M2210703787,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-13T20:45:35+00:00,2021-12-08T22:16:53+00:00,2021.10.13 ~ 2021.12.08,3.47,50.16,14.38,100.0,0.0109,90.77,90.0,350.0,3.2,90.29,78.56,5.4,73.16
M2210703788,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-11T15:26:34+00:00,2021-12-08T21:37:37+00:00,2021.10.11 ~ 2021.12.08,3.12,44.84,15.51,100.0,0.0113,89.83,90.0,344.0,1.7,90.99,76.75,5.4,71.35
M2210703789,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-13T14:36:40+00:00,2021-12-08T22:26:41+00:00,2021.10.13 ~ 2021.12.08,2.39,40.0,17.21,100.0,0.0091,93.88,90.0,431.0,2.0,93.39,76.21,5.4,70.81
M2210703793,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-19T14:26:06+00:00,2021-12-08T23:51:32+00:00,2021.10.19 ~ 2021.12.08,3.12,44.86,14.78,100.0,0.013,85.18,90.0,498.0,1.1,97.19,77.02,5.4,71.62
M2210703794,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-11-16T08:41:10+00:00,2021-12-08T18:06:59+00:00,2021.11.16 ~ 2021.12.08,2.15,40.0,10.01,100.0,0.0151,77.44,90.0,75.0,4.9,92.67,73.35,5.4,67.95
M2210703795,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-13T19:49:14+00:00,2021-10-13T19:49:14+00:00,2021.10.13 ~ 2021.10.13,,0.0,26.0,100.0,,99.33,80.0,,,80.0,59.89,5.4,54.49
M2210703796,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-11-03T16:08:12+00:00,2021-12-07T17:46:04+00:00,2021.11.03 ~ 2021.12.07,3.21,46.16,10.67,100.0,0.0192,54.95,76.38,31.0,0.5,100.0,70.61,5.4,65.21
M2210703797,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-11-09T10:25:10+00:00,2021-11-09T11:20:42+00:00,2021.11.09 ~ 2021.11.09,0.0,40.0,22.0,100.0,0.02,50.0,73.19,,,80.0,63.86,5.4,58.46
M2210703798,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-13T17:56:25+00:00,2021-12-08T18:21:02+00:00,2021.10.13 ~ 2021.12.08,1.79,40.0,18.96,100.0,0.0085,94.65,90.0,105.0,4.2,88.1,75.46,5.4,70.06
M2210703799,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-11-25T09:55:39+00:00,2021-12-08T12:15:31+00:00,2021.11.25 ~ 2021.12.08,1.98,40.0,16.39,100.0,0.011,90.55,76.83,171.0,2.1,92.4,73.3,5.4,67.9
M2210703801,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-22T19:09:59+00:00,2021-12-07T10:23:41+00:00,2021.10.22 ~ 2021.12.07,2.59,40.0,16.02,100.0,0.0104,91.73,90.0,674.0,1.2,90.36,75.35,5.4,69.95
M2210703850,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-12T12:18:35+00:00,2021-12-08T23:49:04+00:00,2021.10.12 ~ 2021.12.08,3.19,45.85,17.22,100.0,0.0101,92.28,88.42,564.0,2.2,91.93,77.39,5.4,71.99
M2210703851,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-12T14:22:34+00:00,2021-11-21T22:24:14+00:00,2021.10.12 ~ 2021.11.21,3.73,53.98,18.16,100.0,0.0105,91.52,90.0,240.0,4.2,81.25,78.45,5.4,73.05
M2210703852,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-12T14:10:11+00:00,2021-12-08T20:17:19+00:00,2021.10.12 ~ 2021.12.08,3.51,50.75,10.82,100.0,0.0084,94.79,90.0,165.0,4.4,90.0,79.38,5.4,73.98
M2210703853,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-11-05T17:09:34+00:00,2021-12-08T17:41:04+00:00,2021.11.05 ~ 2021.12.08,2.99,42.91,14.73,100.0,0.0152,76.81,79.95,370.0,1.0,97.16,73.29,5.4,67.89
M2210703854,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-25T14:07:42+00:00,2021-12-08T15:38:11+00:00,2021.10.25 ~ 2021.12.08,2.26,40.0,9.06,100.0,0.0086,94.47,90.0,20.0,8.6,95.0,76.58,5.4,71.18
M2210703855,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-11-25T10:30:40+00:00,2021-11-25T10:31:40+00:00,2021.11.25 ~ 2021.11.25,,0.0,19.0,100.0,0.02,50.0,74.44,,,80.0,50.74,5.4,45.34
M2210703856,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-11-13T10:25:57+00:00,2021-12-08T21:00:28+00:00,2021.11.13 ~ 2021.12.08,2.13,40.0,10.02,100.0,0.009,93.95,90.0,150.0,1.2,95.33,76.55,5.4,71.15
M2210703857,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-15T08:49:52+00:00,2021-12-08T23:49:21+00:00,2021.10.15 ~ 2021.12.08,2.58,40.0,17.2,100.0,0.0105,91.42,90.0,327.0,3.7,95.87,76.22,5.4,70.82
M2210703858,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-11-30T17:09:55+00:00,2021-12-08T16:34:51+00:00,2021.11.30 ~ 2021.12.08,2.6,40.0,17.88,100.0,0.0122,87.43,75.48,190.0,1.4,92.89,72.63,5.4,67.23
M2210703859,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-11-25T10:18:00+00:00,2021-11-25T10:22:39+00:00,2021.11.25 ~ 2021.11.25,2.4,40.0,19.0,100.0,0.0036,98.36,73.84,,,80.0,72.03,5.4,66.63
M2210703860,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-13T19:15:18+00:00,2021-12-08T23:54:11+00:00,2021.10.13 ~ 2021.12.08,3.21,46.24,11.39,100.0,0.013,85.16,90.0,339.0,1.8,85.84,75.58,5.4,70.18
M2210703861,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-11-01T17:05:08+00:00,2021-12-08T17:24:24+00:00,2021.11.01 ~ 2021.12.08,2.84,40.66,17.35,100.0,0.012,88.15,90.0,231.0,1.9,92.21,75.28,5.4,69.88
M2210703911,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-11-17T09:23:59+00:00,2021-11-19T11:00:50+00:00,2021.11.17 ~ 2021.11.19,0.01,40.0,18.18,100.0,0.0049,97.77,73.56,,,80.0,71.89,5.4,66.49
M2210703912,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-29T12:20:43+00:00,2021-12-08T18:34:08+00:00,2021.10.29 ~ 2021.12.08,1.83,40.0,16.36,100.0,0.0128,85.75,90.0,79.0,4.6,98.73,75.75,5.4,70.35
M2210703913,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-30T14:02:36+00:00,2021-12-04T19:58:12+00:00,2021.10.30 ~ 2021.12.04,2.38,40.0,15.65,100.0,0.0105,91.45,90.0,189.0,1.8,87.04,74.75,5.4,69.35
M2210703914,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-13T18:50:18+00:00,2021-12-08T22:38:35+00:00,2021.10.13 ~ 2021.12.08,4.31,62.75,16.74,100.0,0.0096,93.06,90.0,638.0,2.0,91.14,83.28,5.4,77.88
M2210703915,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-11-03T16:20:07+00:00,2021-12-08T23:48:53+00:00,2021.11.03 ~ 2021.12.08,3.32,47.83,16.51,100.0,0.0135,83.53,77.52,61.0,10.0,84.43,73.52,5.4,68.12
M2210703916,IONIQ5,중형,4.92,2021.0,1.0,2021.01,2021-10-14T09:30:50+00:00,2021-12-06T16:23:38+00:00,2021.10.14 ~ 2021.12.06,3.15,45.32,11.13,100.0,0.013,85.11,90.0,192.0,1.6,98.18,77.32,5.4,71.92
